Site,SiteType,Year,Parameter,Max,Min,Avg,Count,Provenance
Silver Lake,Lake,2019,Secchi Depth,16.15886481664851,8.815594601241243,12.473902992061452,19,simulated
Silver Lake,Lake,2020,Secchi Depth,18.842514290750927,5.826139576977548,13.410915715744189,21,simulated
Silver Lake,Lake,2021,Secchi Depth,17.592378131409266,5.599422764086513,12.817470827351876,20,simulated
Silver Lake,Lake,2022,Secchi Depth,17.36374864422693,8.308977044703314,11.686583806799472,26,simulated
Silver Lake,Lake,2023,Secchi Depth,13.58657680625456,5.927537388024318,11.252383510806576,29,simulated
Silver Lake,Lake,2024,Secchi Depth,12.962110879762205,7.471351056260527,10.022350971345356,18,simulated
Silver Lake,Lake,2025,Secchi Depth,14.365516992628331,5.270707388000299,11.968947854734758,17,simulated
Silver Lake,Lake,2000,Total Phosphorus,7.476268756642266,5.074723227236338,6.070022116509467,22,simulated
Silver Lake,Lake,2001,Total Phosphorus,7.653028090906082,5.648499930490809,6.405883906282708,19,simulated
Silver Lake,Lake,2002,Total Phosphorus,8.189151364367417,5.634355098085392,6.541740778995479,14,simulated
Silver Lake,Lake,2003,Total Phosphorus,8.127427307914381,5.10585446619473,6.686125870799728,19,simulated
Silver Lake,Lake,2004,Total Phosphorus,7.841160969673865,5.3875003942978905,6.366426886610792,21,simulated
Silver Lake,Lake,2005,Total Phosphorus,7.494309008338714,5.32301257046517,6.252322769425915,25,simulated
Silver Lake,Lake,2006,Total Phosphorus,7.111988762926482,5.168444884627884,5.8256229420963885,20,simulated
Silver Lake,Lake,2007,Total Phosphorus,7.823893441477794,5.828575618538845,6.252855708652106,23,simulated
Silver Lake,Lake,2008,Total Phosphorus,7.282984980546891,5.30489480871477,6.23853936807043,23,simulated
Silver Lake,Lake,2009,Total Phosphorus,6.867256150558455,5.2465159276019975,6.3406267027132674,22,simulated
Silver Lake,Lake,2010,Total Phosphorus,6.875597102920416,4.759025446449891,6.01694903398069,25,simulated
Silver Lake,Lake,2011,Total Phosphorus,7.116932065146692,5.744161362689283,6.0538943761054,21,simulated
Silver Lake,Lake,2012,Total Phosphorus,6.733077024831556,5.196584343091246,5.800691067586799,21,simulated
Silver Lake,Lake,2013,Total Phosphorus,6.150827626705275,4.872790581695067,5.599728075881902,23,simulated
Silver Lake,Lake,2014,Total Phosphorus,6.304750005374829,4.919685480906546,5.836210167242914,22,simulated
Silver Lake,Lake,2015,Total Phosphorus,6.411375062794614,4.853930237191622,5.712960820570677,26,simulated
Silver Lake,Lake,2016,Total Phosphorus,7.2960343536858066,5.17939792794451,6.103938278307548,22,simulated
Silver Lake,Lake,2017,Total Phosphorus,7.261812222533528,4.855302302995531,5.895588879493663,25,simulated
Silver Lake,Lake,2018,Total Phosphorus,7.044446570560945,5.195730555269138,5.868259573584488,25,simulated
Silver Lake,Lake,2019,Total Phosphorus,6.940437016739385,4.592588121956581,5.749796892226398,26,simulated
Silver Lake,Lake,2020,Total Phosphorus,6.052694425446501,4.315480135492343,5.247725627194702,24,simulated
Silver Lake,Lake,2021,Total Phosphorus,6.702637234073841,5.348654264107144,6.234745236338364,25,simulated
Silver Lake,Lake,2022,Total Phosphorus,6.450288405173264,4.35775794178926,5.67938906399147,26,simulated
Silver Lake,Lake,2023,Total Phosphorus,6.6194583915394105,4.447991257605983,5.781178814988389,27,simulated
Silver Lake,Lake,2024,Total Phosphorus,6.2806675574376785,4.42507156016381,5.539663077267387,27,simulated
Silver Lake,Lake,2025,Total Phosphorus,6.988600084198378,5.936318749334918,6.025773506738559,32,simulated
South Lake Leelanau,Lake,2000,Chlorophyll-a,8.058018930999316,3.9197372195346976,6.154302283538715,12,simulated
South Lake Leelanau,Lake,2001,Chlorophyll-a,7.71737606216182,4.275940675107654,5.621541201723327,13,simulated
South Lake Leelanau,Lake,2002,Chlorophyll-a,7.0626876249645045,5.020370551448848,6.371083370891557,11,simulated
South Lake Leelanau,Lake,2003,Chlorophyll-a,7.676254625106171,4.710990653555715,5.842608207535172,17,simulated
South Lake Leelanau,Lake,2004,Chlorophyll-a,8.276774989893042,4.230012331133088,6.182830195067645,15,simulated
South Lake Leelanau,Lake,2005,Chlorophyll-a,7.140816141086314,4.65914303781186,6.174635912982893,11,simulated
South Lake Leelanau,Lake,2006,Chlorophyll-a,7.687727189744638,4.958399462411809,6.449340701547023,14,simulated
South Lake Leelanau,Lake,2007,Chlorophyll-a,7.359988653309605,4.942579482363122,6.160253068079456,18,simulated
South Lake Leelanau,Lake,2008,Chlorophyll-a,7.431991792211331,4.9299720096741675,6.171087460562729,15,simulated
South Lake Leelanau,Lake,2009,Chlorophyll-a,8.539621856843883,4.978409869505647,6.978484593198218,15,simulated
South Lake Leelanau,Lake,2010,Chlorophyll-a,8.406643284249652,5.52572295230331,6.56497399605348,17,simulated
South Lake Leelanau,Lake,2011,Chlorophyll-a,8.330273577625182,4.1385130898857945,6.2661475934940265,19,simulated
South Lake Leelanau,Lake,2012,Chlorophyll-a,8.635947657965287,5.005726107535079,6.414454744199293,14,simulated
South Lake Leelanau,Lake,2013,Chlorophyll-a,8.590386224490462,5.389713107559838,7.183973020823495,20,simulated
South Lake Leelanau,Lake,2014,Chlorophyll-a,7.741699915777133,5.462752270502946,6.477156702486179,16,simulated
South Lake Leelanau,Lake,2015,Chlorophyll-a,8.633983333041774,4.678308019089657,6.326547256365479,19,simulated
South Lake Leelanau,Lake,2016,Chlorophyll-a,8.340650546658273,4.8576827461184,6.356068866725336,19,simulated
South Lake Leelanau,Lake,2017,Chlorophyll-a,8.163477872011622,4.779833902739393,6.438082983803438,18,simulated
South Lake Leelanau,Lake,2018,Chlorophyll-a,8.373917747572294,4.017580498149151,6.448268365346957,17,simulated
South Lake Leelanau,Lake,2019,Chlorophyll-a,7.808837112540013,4.493464172144716,6.201626817656617,19,simulated
South Lake Leelanau,Lake,2020,Chlorophyll-a,8.195719981534776,5.03855968847501,6.291570825244872,25,simulated
South Lake Leelanau,Lake,2021,Chlorophyll-a,7.952584168436157,5.114247038998895,6.438644109944902,17,simulated
South Lake Leelanau,Lake,2022,Chlorophyll-a,9.035598349052158,4.873720322970753,7.044833396027366,26,simulated
South Lake Leelanau,Lake,2023,Chlorophyll-a,7.633434268561739,4.251635642144681,6.678441666402423,21,simulated
South Lake Leelanau,Lake,2024,Chlorophyll-a,8.186207150115331,4.856550538290952,6.779235310157631,22,simulated
South Lake Leelanau,Lake,2025,Chlorophyll-a,8.963576276878294,5.077290902387399,7.41780557593273,19,simulated
South Lake Leelanau,Lake,2000,Chloride,7.797401419443324,4.363905768009343,6.065281467698037,14,simulated
South Lake Leelanau,Lake,2001,Chloride,6.3631737106307105,4.702638901611595,5.912842839533862,14,simulated
South Lake Leelanau,Lake,2002,Chloride,8.021538556032269,4.736881381877109,6.270507007678042,16,simulated
South Lake Leelanau,Lake,2003,Chloride,7.65098297953018,5.679312180253151,6.24567235162541,16,simulated
South Lake Leelanau,Lake,2004,Chloride,9.27395010208149,5.192931503277359,7.147527187430264,17,simulated
South Lake Leelanau,Lake,2005,Chloride,8.046594617896988,4.341316320083871,6.0555748689936,17,simulated
South Lake Leelanau,Lake,2006,Chloride,8.377265305405732,4.833896221496931,6.5899636654523,17,simulated
South Lake Leelanau,Lake,2007,Chloride,9.271455532394327,6.512640719431483,6.697996205614065,15,simulated
South Lake Leelanau,Lake,2008,Chloride,7.749436016941962,5.245805390177917,6.237078607517955,21,simulated
South Lake Leelanau,Lake,2009,Chloride,9.098835612381858,5.5900542368930735,6.976345646844046,18,simulated
South Lake Leelanau,Lake,2010,Chloride,8.701655513098398,4.762274679750006,6.601735166833638,18,simulated
South Lake Leelanau,Lake,2011,Chloride,7.265453936064585,4.198141922390631,5.81826403410461,17,simulated
South Lake Leelanau,Lake,2012,Chloride,9.385792490574932,5.397732835747087,7.1316562677170126,15,simulated
South Lake Leelanau,Lake,2013,Chloride,7.829223098191754,4.494797917342333,6.467730280381502,23,simulated
South Lake Leelanau,Lake,2014,Chloride,8.011700751884172,5.385941075339318,6.546928759922081,21,simulated
South Lake Leelanau,Lake,2015,Chloride,8.44900878157332,5.0963271661695675,7.31306318179969,15,simulated
South Lake Leelanau,Lake,2016,Chloride,8.848415835501196,4.90946128095999,6.94118362858288,23,simulated
South Lake Leelanau,Lake,2017,Chloride,9.640961416413589,5.378503948460789,7.524858564135692,23,simulated
South Lake Leelanau,Lake,2018,Chloride,10.380739825526298,5.840477061942939,7.707374806072949,21,simulated
South Lake Leelanau,Lake,2019,Chloride,9.192846795762502,4.209407578469365,6.980008291962022,26,simulated
South Lake Leelanau,Lake,2020,Chloride,9.443530661333677,5.400496535376185,7.65077102326231,22,simulated
South Lake Leelanau,Lake,2021,Chloride,8.209361398346877,5.762452922409091,7.042704888880889,18,simulated
South Lake Leelanau,Lake,2022,Chloride,10.829123474007305,6.086039764599846,8.398018937261956,23,simulated
South Lake Leelanau,Lake,2023,Chloride,9.6346315639425,4.926115982367069,7.181491120502101,23,simulated
South Lake Leelanau,Lake,2024,Chloride,10.51088349169646,6.309993101531314,7.997558486344649,21,simulated
South Lake Leelanau,Lake,2025,Chloride,10.688955567246131,5.2668610840923495,7.979378699620832,25,simulated
South Lake Leelanau,Lake,2000,Nitrate,13.089422908550922,6.652636529885834,10.23758735949253,23,simulated
South Lake Leelanau,Lake,2001,Nitrate,11.771627805674706,7.410213472351964,9.055119646641865,22,simulated
South Lake Leelanau,Lake,2002,Nitrate,11.45317509243605,6.91270322160994,8.963607560178747,23,simulated
South Lake Leelanau,Lake,2003,Nitrate,9.781663298497037,8.23791186184394,9.47268985169997,25,simulated
South Lake Leelanau,Lake,2004,Nitrate,13.856851043659479,6.197173052531393,9.780337175685467,25,simulated
South Lake Leelanau,Lake,2005,Nitrate,12.683451194171276,5.861922223770165,9.588332689612711,24,simulated
South Lake Leelanau,Lake,2006,Nitrate,11.795106682961606,6.723294926025878,9.009429669985275,28,simulated
South Lake Leelanau,Lake,2007,Nitrate,11.647761548075053,6.788836043189015,9.127323754030598,28,simulated
South Lake Leelanau,Lake,2008,Nitrate,11.296361824949035,5.934378835677276,8.722043640551144,26,simulated
South Lake Leelanau,Lake,2009,Nitrate,11.380324698529975,5.493389155007415,9.245216797604852,25,simulated
South Lake Leelanau,Lake,2010,Nitrate,13.3350065076414,6.842057459588461,10.000755417099311,27,simulated
South Lake Leelanau,Lake,2011,Nitrate,10.919707980313905,7.250296755025335,9.324888730535516,27,simulated
South Lake Leelanau,Lake,2012,Nitrate,12.730601029021164,8.394566917992138,9.814953121690024,29,simulated
South Lake Leelanau,Lake,2013,Nitrate,13.47690761864095,8.24349283655068,10.142491924669118,29,simulated
South Lake Leelanau,Lake,2014,Nitrate,11.25270458778015,6.339728487679416,8.898321552682422,24,simulated
South Lake Leelanau,Lake,2015,Nitrate,11.959746191106813,7.051588161361948,9.111075710518936,24,simulated
South Lake Leelanau,Lake,2016,Nitrate,12.551024864990708,7.358526554610989,10.479439837799058,25,simulated
South Lake Leelanau,Lake,2017,Nitrate,12.023547706830536,7.66922171450889,10.021010057993635,31,simulated
South Lake Leelanau,Lake,2018,Nitrate,10.618704888509686,6.592814472677485,8.159842907052111,23,simulated
South Lake Leelanau,Lake,2019,Nitrate,12.508424128540934,7.643487304474071,9.344193765252331,29,simulated
South Lake Leelanau,Lake,2020,Nitrate,10.210796717845657,5.334667491726467,9.091580034174902,30,simulated
South Lake Leelanau,Lake,2021,Nitrate,12.65403415252171,6.144643317546766,9.547198877588436,32,simulated
South Lake Leelanau,Lake,2022,Nitrate,10.633385924093227,4.927875034769238,8.606500034962405,30,simulated
South Lake Leelanau,Lake,2023,Nitrate,10.787549240694975,5.739354094602742,8.527152815084177,25,simulated
South Lake Leelanau,Lake,2024,Nitrate,10.044291053178899,6.4905153097699095,8.597416395880968,27,simulated
South Lake Leelanau,Lake,2025,Nitrate,10.441360176042226,5.239737584961459,8.632976231807092,26,simulated
South Lake Leelanau,Lake,2000,Secchi Depth,11.97126852540938,8.012569954299954,10.132976533996793,18,simulated
South Lake Leelanau,Lake,2001,Secchi Depth,11.456384244973847,8.508769798814782,9.697381887313698,16,simulated
South Lake Leelanau,Lake,2002,Secchi Depth,12.706837763432498,8.147405910027292,10.940426603200509,14,simulated
South Lake Leelanau,Lake,2003,Secchi Depth,11.375667958921195,7.809444499227947,9.660900732942716,17,simulated
South Lake Leelanau,Lake,2004,Secchi Depth,13.64048191245491,8.834614864348394,10.925104399242615,17,simulated
South Lake Leelanau,Lake,2005,Secchi Depth,11.788811876661196,8.140311733881948,10.871252182626504,13,simulated
South Lake Leelanau,Lake,2006,Secchi Depth,14.025100502918699,8.413696376197395,10.758217231993406,21,simulated
South Lake Leelanau,Lake,2007,Secchi Depth,12.308169554772732,8.75248280421667,10.032666537657173,10,simulated
South Lake Leelanau,Lake,2008,Secchi Depth,12.599962490384186,8.6550736409535,10.539093603604485,27,simulated
South Lake Leelanau,Lake,2009,Secchi Depth,12.265451719984696,7.471833814139338,9.79713387784254,24,simulated
South Lake Leelanau,Lake,2010,Secchi Depth,12.061189601608246,8.370850488986239,10.848392085323333,19,simulated
South Lake Leelanau,Lake,2011,Secchi Depth,12.05384715986009,8.181495706495713,10.404116667712234,20,simulated
South Lake Leelanau,Lake,2012,Secchi Depth,12.22500192262604,7.6630648762382965,10.265636964754776,21,simulated
South Lake Leelanau,Lake,2013,Secchi Depth,12.663155495611285,8.151385746456645,9.899281081663016,19,simulated
South Lake Leelanau,Lake,2014,Secchi Depth,11.143298330451364,7.3772012652751915,9.322613257745903,21,simulated
South Lake Leelanau,Lake,2015,Secchi Depth,12.28006957511531,10.001000912226381,10.026168246348956,21,simulated
South Lake Leelanau,Lake,2016,Secchi Depth,12.87750883306191,9.17521310710859,11.072390606847591,21,simulated
South Lake Leelanau,Lake,2017,Secchi Depth,12.723007517270144,7.8448948421000395,10.369303189547695,22,simulated
South Lake Leelanau,Lake,2018,Secchi Depth,13.627875384427298,8.665090169501402,10.501407745269232,18,simulated
South Lake Leelanau,Lake,2019,Secchi Depth,13.726073084902593,9.057914045243624,10.917859823349565,22,simulated
South Lake Leelanau,Lake,2020,Secchi Depth,13.712869841734578,9.92730297493001,11.49231841430853,23,simulated
South Lake Leelanau,Lake,2021,Secchi Depth,13.970722396561513,8.375700737116532,11.283118872323096,23,simulated
South Lake Leelanau,Lake,2022,Secchi Depth,12.565188564028375,7.844232014913313,10.195909610589917,22,simulated
South Lake Leelanau,Lake,2023,Secchi Depth,11.97018826158137,7.338040053735898,9.746432866324335,27,simulated
South Lake Leelanau,Lake,2024,Secchi Depth,14.980963750264499,10.719145962711103,11.850803331606658,23,simulated
South Lake Leelanau,Lake,2025,Secchi Depth,14.94930889689863,9.59966232566578,11.829919314556244,25,simulated
South Lake Leelanau,Lake,2000,Total Phosphorus,8.619374853581132,5.168062909413901,6.884792723617856,28,simulated
South Lake Leelanau,Lake,2001,Total Phosphorus,8.852888166277573,5.380536209055743,6.988237867128451,30,simulated
South Lake Leelanau,Lake,2002,Total Phosphorus,8.54265863826413,4.345077186339464,6.812622119091711,28,simulated
South Lake Leelanau,Lake,2003,Total Phosphorus,9.701032893894702,4.762793341789493,7.390888060577475,29,simulated
South Lake Leelanau,Lake,2004,Total Phosphorus,8.653935373918202,4.262182511150687,6.6754782575579,25,simulated
South Lake Leelanau,Lake,2005,Total Phosphorus,9.02907115038228,3.968749201735099,7.342645738955408,27,simulated
South Lake Leelanau,Lake,2006,Total Phosphorus,7.363326280117887,4.71610725024603,6.6826116513993865,29,simulated
South Lake Leelanau,Lake,2007,Total Phosphorus,7.611675199032933,4.224166906863072,6.311937093196626,30,simulated
South Lake Leelanau,Lake,2008,Total Phosphorus,8.677334851954663,5.527128940707371,6.970034164198292,30,simulated
South Lake Leelanau,Lake,2009,Total Phosphorus,8.264583502459931,3.372433381591082,6.49969991184244,33,simulated
South Lake Leelanau,Lake,2010,Total Phosphorus,8.21249984407868,5.065139529746845,6.878822027426751,25,simulated
South Lake Leelanau,Lake,2011,Total Phosphorus,6.713668680682504,3.9411553897799676,5.370549849221033,27,simulated
South Lake Leelanau,Lake,2012,Total Phosphorus,7.81281515569559,4.824974976997479,6.544681170739945,31,simulated
South Lake Leelanau,Lake,2013,Total Phosphorus,8.092142069576134,4.818342036651608,6.31113022497498,28,simulated
South Lake Leelanau,Lake,2014,Total Phosphorus,7.216296673299455,4.640312676589673,6.019302080009124,40,simulated
South Lake Leelanau,Lake,2015,Total Phosphorus,7.569413927096241,4.67615904581354,6.2116490958572985,33,simulated
South Lake Leelanau,Lake,2016,Total Phosphorus,7.273482272085262,5.1050266811371845,6.173743629070782,31,simulated
South Lake Leelanau,Lake,2017,Total Phosphorus,8.152151125746741,4.942009781680286,6.370031186966065,30,simulated
South Lake Leelanau,Lake,2018,Total Phosphorus,7.031637845826966,3.092523814319733,5.777654712303763,30,simulated
South Lake Leelanau,Lake,2019,Total Phosphorus,8.876880964844819,4.150606689268268,6.465074140780767,32,simulated
South Lake Leelanau,Lake,2020,Total Phosphorus,9.14108057287329,4.300751806155764,6.878274239705886,33,simulated
South Lake Leelanau,Lake,2021,Total Phosphorus,8.224457208733995,3.854036930327995,6.389784929200224,31,simulated
South Lake Leelanau,Lake,2022,Total Phosphorus,8.049044586751311,3.58890462828019,6.580814975904415,32,simulated
South Lake Leelanau,Lake,2023,Total Phosphorus,8.847995948614422,5.752485683268683,6.6689236576540205,37,simulated
South Lake Leelanau,Lake,2024,Total Phosphorus,9.067353291754031,5.457228179291238,6.696516263731143,38,simulated
South Lake Leelanau,Lake,2025,Total Phosphorus,9.044909024675883,5.385012014539635,6.926583621691937,35,simulated
Torch Lake (Antrim),Lake,2000,Chlorophyll-a,7.69498795513368,3.533077402310524,5.736238353853069,6,simulated
Torch Lake (Antrim),Lake,2001,Chlorophyll-a,7.650809489124168,5.31068413231778,6.143582259755153,14,simulated
Torch Lake (Antrim),Lake,2002,Chlorophyll-a,7.91271754723962,4.920241232182519,6.224089691944177,8,simulated
Torch Lake (Antrim),Lake,2003,Chlorophyll-a,7.834104662486368,4.2220334634743075,6.196323355582851,7,simulated
Torch Lake (Antrim),Lake,2004,Chlorophyll-a,7.621169525263621,4.362263089411789,6.069309332354977,9,simulated
Torch Lake (Antrim),Lake,2005,Chlorophyll-a,7.679453981434099,4.78722592694197,6.552230821798778,10,simulated
Torch Lake (Antrim),Lake,2006,Chlorophyll-a,8.408284604472545,5.129224505037637,6.272354264550199,12,simulated
Torch Lake (Antrim),Lake,2007,Chlorophyll-a,8.363303883971344,5.1673892911817,6.543120504660775,12,simulated
Torch Lake (Antrim),Lake,2008,Chlorophyll-a,7.285522154895299,3.677234706815394,5.666028222578918,9,simulated
Torch Lake (Antrim),Lake,2009,Chlorophyll-a,5.849971664971989,3.6676137434697353,4.900622715691321,14,simulated
Torch Lake (Antrim),Lake,2010,Chlorophyll-a,7.931657546228127,4.651520470572937,6.499519875875666,11,simulated
Torch Lake (Antrim),Lake,2011,Chlorophyll-a,7.321889140249575,4.4405920692627365,5.895012657667186,12,simulated
Torch Lake (Antrim),Lake,2012,Chlorophyll-a,7.267684255568767,5.333869920676697,6.386718609713703,15,simulated
Torch Lake (Antrim),Lake,2013,Chlorophyll-a,7.1951574828243565,4.299044738497201,6.389234852698017,11,simulated
Torch Lake (Antrim),Lake,2014,Chlorophyll-a,8.645195098305365,5.045384252819687,7.147773226239037,12,simulated
Torch Lake (Antrim),Lake,2015,Chlorophyll-a,8.72259116226845,3.821897442349389,6.732416364568141,16,simulated
Torch Lake (Antrim),Lake,2016,Chlorophyll-a,8.053175955400699,5.493416612598753,6.680481251907192,12,simulated
Torch Lake (Antrim),Lake,2017,Chlorophyll-a,8.218087726105674,4.755797331461219,6.979597688318017,13,simulated
Torch Lake (Antrim),Lake,2018,Chlorophyll-a,8.156493447260221,5.776770349609469,6.836425798131407,17,simulated
Torch Lake (Antrim),Lake,2019,Chlorophyll-a,7.996138541550268,4.797683110794839,6.550762272427444,21,simulated
Torch Lake (Antrim),Lake,2020,Chlorophyll-a,8.835930908200597,4.816257149697277,7.1929073726487385,17,simulated
Torch Lake (Antrim),Lake,2021,Chlorophyll-a,9.05071538367024,5.751096617408279,6.366694350719167,17,simulated
Torch Lake (Antrim),Lake,2022,Chlorophyll-a,9.323122384077694,5.303082052799825,6.976273104260391,18,simulated
Torch Lake (Antrim),Lake,2023,Chlorophyll-a,8.35652288739663,4.9334719301949175,6.263714199052867,13,simulated
Torch Lake (Antrim),Lake,2024,Chlorophyll-a,9.426935429033605,5.594347048847792,7.008138103714631,17,simulated
Torch Lake (Antrim),Lake,2025,Chlorophyll-a,8.304489928444765,5.035734950834534,7.0438133133849545,17,simulated
Torch Lake (Antrim),Lake,2000,Chloride,8.639660451615075,4.851797717121687,6.655489715183529,6,simulated
Torch Lake (Antrim),Lake,2001,Chloride,8.199531916854049,4.932387631176834,6.831218014535719,6,simulated
Torch Lake (Antrim),Lake,2002,Chloride,8.622775463303244,5.121732983887185,6.584500932395542,7,simulated
Torch Lake (Antrim),Lake,2003,Chloride,7.765581633754204,5.0986355678797946,6.809713022999242,11,simulated
Torch Lake (Antrim),Lake,2004,Chloride,8.681963318505678,4.61288834797141,6.287380539145633,10,simulated
Torch Lake (Antrim),Lake,2005,Chloride,8.74528350564546,3.852199562666815,6.758958990963311,9,simulated
Torch Lake (Antrim),Lake,2006,Chloride,9.469672666677397,4.7774556425515025,7.6090055278576125,6,simulated
Torch Lake (Antrim),Lake,2007,Chloride,8.737471313704491,4.514228043750853,7.177873811935719,6,simulated
Torch Lake (Antrim),Lake,2008,Chloride,8.99070261972711,4.80199456720301,7.0824768301548575,10,simulated
Torch Lake (Antrim),Lake,2009,Chloride,10.871029371304957,6.502666250758697,8.054596685933651,11,simulated
Torch Lake (Antrim),Lake,2010,Chloride,8.785603991656021,4.688780605133559,6.568922373273882,11,simulated
Torch Lake (Antrim),Lake,2011,Chloride,8.291013721187804,4.223477606910249,6.748999446930135,7,simulated
Torch Lake (Antrim),Lake,2012,Chloride,9.953211579356434,6.706957080985267,8.183429262774288,12,simulated
Torch Lake (Antrim),Lake,2013,Chloride,10.0183901376408,4.870534431957557,7.437883507463183,12,simulated
Torch Lake (Antrim),Lake,2014,Chloride,9.032600483881263,3.7412906688092,7.36141928365168,7,simulated
Torch Lake (Antrim),Lake,2015,Chloride,8.99907818545813,4.293401443987246,6.94891135503677,9,simulated
Torch Lake (Antrim),Lake,2016,Chloride,10.199195133501474,4.605046809243671,7.842003382855458,13,simulated
Torch Lake (Antrim),Lake,2017,Chloride,10.484861538611977,5.502861619079333,7.9614226809994335,11,simulated
Torch Lake (Antrim),Lake,2018,Chloride,9.811592681506202,4.501600981289319,7.190878635955332,17,simulated
Torch Lake (Antrim),Lake,2019,Chloride,9.14474103884079,5.987336304201525,7.74969071217933,14,simulated
Torch Lake (Antrim),Lake,2020,Chloride,8.671183882891958,4.946381029720795,7.716947955178912,11,simulated
Torch Lake (Antrim),Lake,2021,Chloride,10.045478653733554,5.290247143360752,8.098011545066605,13,simulated
Torch Lake (Antrim),Lake,2022,Chloride,10.759552361557928,5.095147171345675,7.438521915901874,13,simulated
Torch Lake (Antrim),Lake,2023,Chloride,12.866041129956683,5.22973893985837,8.778395582449642,11,simulated
Torch Lake (Antrim),Lake,2024,Chloride,12.570180486913351,6.567021782021152,8.674823496016344,11,simulated
Torch Lake (Antrim),Lake,2025,Chloride,10.252189552656455,5.850212829937485,8.053275169300505,16,simulated
Torch Lake (Antrim),Lake,2000,Nitrate,15.263613438796328,8.04049200277579,11.309612687619271,18,simulated
Torch Lake (Antrim),Lake,2001,Nitrate,14.901370685101092,9.544338685248544,11.825828391952568,18,simulated
Torch Lake (Antrim),Lake,2002,Nitrate,12.91107545824589,8.229448968729379,10.550974289552348,18,simulated
Torch Lake (Antrim),Lake,2003,Nitrate,13.251840367548851,9.49350578632815,11.84938584217867,23,simulated
Torch Lake (Antrim),Lake,2004,Nitrate,12.697963653341985,7.701293120065275,10.271866248369474,21,simulated
Torch Lake (Antrim),Lake,2005,Nitrate,13.247107839396577,6.824376330629086,10.173905782584637,17,simulated
Torch Lake (Antrim),Lake,2006,Nitrate,12.714041222697768,7.89253267413816,9.698356825706192,24,simulated
Torch Lake (Antrim),Lake,2007,Nitrate,13.362146038552742,7.157525282131667,10.448306865619836,18,simulated
Torch Lake (Antrim),Lake,2008,Nitrate,12.488750202366345,8.457107088279864,10.38225187872948,23,simulated
Torch Lake (Antrim),Lake,2009,Nitrate,12.037826054249233,8.978338743674291,10.957660729490769,24,simulated
Torch Lake (Antrim),Lake,2010,Nitrate,12.977416447766048,7.5125156390794725,10.758542033426794,26,simulated
Torch Lake (Antrim),Lake,2011,Nitrate,12.0594527935495,6.827527181640097,9.883878845420028,29,simulated
Torch Lake (Antrim),Lake,2012,Nitrate,12.586676073890677,7.182560066617883,10.321265785638586,20,simulated
Torch Lake (Antrim),Lake,2013,Nitrate,13.260826964497639,8.791801676098622,10.30223494899052,24,simulated
Torch Lake (Antrim),Lake,2014,Nitrate,13.110171034236146,7.485184972817406,9.455404036948504,24,simulated
Torch Lake (Antrim),Lake,2015,Nitrate,12.370457403955804,6.900651380703196,9.886822912432658,26,simulated
Torch Lake (Antrim),Lake,2016,Nitrate,12.237810986979701,7.530904751885373,9.977993710003792,26,simulated
Torch Lake (Antrim),Lake,2017,Nitrate,13.721428404510174,9.374172813972566,11.21588475081514,25,simulated
Torch Lake (Antrim),Lake,2018,Nitrate,13.099873337965692,7.584618809477957,10.469272739463388,25,simulated
Torch Lake (Antrim),Lake,2019,Nitrate,12.655585438331249,8.669269502658903,10.70657573363667,23,simulated
Torch Lake (Antrim),Lake,2020,Nitrate,11.811791936857237,5.923663633602494,9.44214800911894,29,simulated
Torch Lake (Antrim),Lake,2021,Nitrate,13.953345725622977,7.06436941128038,10.94388769501534,28,simulated
Torch Lake (Antrim),Lake,2022,Nitrate,13.795854680348025,7.831981405231687,10.971142496977146,30,simulated
Torch Lake (Antrim),Lake,2023,Nitrate,11.573580901138468,5.978502670721464,9.073910248243136,26,simulated
Torch Lake (Antrim),Lake,2024,Nitrate,12.450258901125139,7.360798517083809,9.774493511878566,26,simulated
Torch Lake (Antrim),Lake,2025,Nitrate,11.601338243924719,7.315739178679326,10.41910393936842,25,simulated
Torch Lake (Antrim),Lake,2000,Secchi Depth,11.278857069828785,9.250439348078324,10.362410064595256,15,simulated
Torch Lake (Antrim),Lake,2001,Secchi Depth,12.366306962159712,9.595734002555131,11.289280910408785,17,simulated
Torch Lake (Antrim),Lake,2002,Secchi Depth,11.532574312237541,9.035731063824688,10.317159291097374,10,simulated
Torch Lake (Antrim),Lake,2003,Secchi Depth,11.786779101596146,9.476667120373174,10.835194234964806,14,simulated
Torch Lake (Antrim),Lake,2004,Secchi Depth,12.50353308159751,9.248839064310392,11.264126015364422,16,simulated
Torch Lake (Antrim),Lake,2005,Secchi Depth,11.88361905803552,9.864377172574027,10.979024981773296,15,simulated
Torch Lake (Antrim),Lake,2006,Secchi Depth,11.493006419130335,8.691078585339735,10.865425188822798,8,simulated
Torch Lake (Antrim),Lake,2007,Secchi Depth,12.285235621659284,9.443902289600825,10.522379622389842,17,simulated
Torch Lake (Antrim),Lake,2008,Secchi Depth,11.227247315654814,9.038779295470478,10.410638817388149,20,simulated
Torch Lake (Antrim),Lake,2009,Secchi Depth,12.4666563434419,9.810111327499534,11.116443627134558,17,simulated
Torch Lake (Antrim),Lake,2010,Secchi Depth,13.161774309340426,9.858950361287373,11.372549701318372,13,simulated
Torch Lake (Antrim),Lake,2011,Secchi Depth,11.89873846218027,9.204583003182865,10.77136645469526,15,simulated
